Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Guilty Gear,ps,1998,fighting,virgin interactive,0.03,0.02,0.07,0.01,0.14,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Rio,ps3,2011,misc,thq,0.04,0.07,0.0,0.02,0.14,6.5,8.0,6.805827505827505,30.7995337995338,Eurocom Entertainment Software,E10+
Scene It? Bright Lights! Big Screen!,x360,2009,misc,warner bros. interactive entertainment,0.12,0.0,0.0,0.01,0.14,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
World Championship Poker 2: Featuring Howard Lederer,psp,2005,misc,505 games,0.12,0.0,0.0,0.01,0.14,6.5,17.0,2.8,17.0,Crave,T
BIT.TRIP SAGA,3ds,2011,misc,rising star games,0.09,0.04,0.0,0.01,0.14,7.5,21.0,7.8,24.0,Gaijin Games,E
Mary-Kate and Ashley: Crush Course,ps,2001,action,acclaim entertainment,0.08,0.05,0.0,0.01,0.14,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
NHL Breakaway 98,ps,1996,sports,acclaim entertainment,0.08,0.05,0.0,0.01,0.14,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Where the Wild Things Are,ds,2009,platform,warner bros. interactive entertainment,0.12,0.0,0.0,0.01,0.14,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,WayForward,E
Metal Slug 7,ds,2008,shooter,ignition entertainment,0.12,0.0,0.01,0.01,0.14,7.0,38.0,7.4,13.0,SNK Playmore,T
Call of Duty: Infinite Warfare,pc,2016,shooter,activision,0.04,0.08,0.0,0.01,0.14,7.3,16.0,3.0,440.0,Infinity Ward,M
MotoGP '06,x360,2006,racing,thq,0.11,0.01,0.0,0.01,0.14,8.0,50.0,7.7,13.0,"Climax Group, Climax Studios",E
Tiger Woods PGA Tour 2005,gc,2004,sports,electronic arts,0.1,0.03,0.0,0.0,0.14,8.8,18.0,6.951433857539316,41.87511563367253,EA Sports,E
G.I. Joe: The Rise of Cobra,ds,2009,action,electronic arts,0.11,0.01,0.0,0.01,0.14,4.7,16.0,7.5,4.0,Backbone Entertainment,E10+
Spider-Man: Edge of Time,ds,2011,action,activision,0.12,0.01,0.0,0.01,0.14,5.0,6.0,7.058129175946548,188.76391982182628,"Beenox, Other Ocean Interactive",E10+
Gourmet Chef: Cook Your Way to Fame,ds,2008,misc,ubisoft,0.13,0.0,0.0,0.01,0.14,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Ubisoft,E
Fashion Studio: Paris Collection,ds,2009,misc,ubisoft,0.13,0.0,0.0,0.01,0.14,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Ubisoft,E
Salt Lake 2002,ps2,2002,sports,eidos interactive,0.07,0.05,0.0,0.02,0.14,4.9,11.0,3.5,6.0,Attention To Detail,E
ESPN MLB Baseball,xb,2004,sports,sega,0.1,0.03,0.0,0.0,0.14,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Gladius,xb,2003,strategy,activision,0.1,0.03,0.0,0.0,0.14,7.9,31.0,8.5,22.0,LucasArts,T
Legends of Wrestling,xb,2002,fighting,acclaim entertainment,0.1,0.03,0.0,0.0,0.14,6.5,10.0,5.8,4.0,Acclaim,T
Queen's Gate: Spiral Chaos,psp,2011,role-playing,namco bandai games,0.0,0.0,0.14,0.0,0.14,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Nayuta no Kiseki,psp,2012,action,nihon falcom corporation,0.0,0.0,0.14,0.0,0.14,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Magnetica,ds,2006,puzzle,nintendo,0.08,0.01,0.03,0.01,0.14,6.8,33.0,8.1,11.0,Mitchell,E
Red Orchestra 2: Heroes of Stalingrad,pc,2011,shooter,tripwire interactive,0.04,0.07,0.0,0.02,0.14,7.6,49.0,7.3,729.0,Tripwire Interactive,M
Spy Hunter 2,xb,2003,racing,midway games,0.1,0.03,0.0,0.0,0.13,5.7,22.0,7.040858505564388,69.22893481717011,Midway,T
Open Season,ds,2006,platform,ubisoft,0.12,0.0,0.0,0.01,0.13,7.2,4.0,7.3058962264150935,109.6745283018868,Ubisoft Quebec,E
Avatar: The Last Airbender - The Burning Earth,x360,2007,action,thq,0.11,0.01,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
LEGO The Lord of the Rings,ds,2012,action,warner bros. interactive entertainment,0.0,0.12,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,TT Games,E10+
Backyard Soccer,ps,2001,sports,infogrames,0.07,0.05,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Humongous Entertainment,E
Imagine: Fashion Stylist,ds,2010,simulation,ubisoft,0.13,0.0,0.0,0.01,0.13,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Magic Pockets,E
Final Fantasy XI: Rise of the Zilart,ps2,2003,role-playing,square enix,0.0,0.0,0.13,0.0,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Your Shape: Fitness Evolved 2013,wiiu,2012,action,ubisoft,0.06,0.07,0.0,0.01,0.13,7.6,8.0,6.3,16.0,Blue Byte,E10+
Monster Jam,ds,2007,racing,activision,0.12,0.0,0.0,0.01,0.13,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Torus Games,E
James Bond 007: Nightfire,gba,2003,shooter,electronic arts,0.1,0.04,0.0,0.0,0.13,6.6,6.0,8.1,9.0,JV Games Inc.,T
Let's Play Ballerina,ds,2010,sports,deep silver,0.13,0.0,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Nobunaga no Yabou: Tendou,ps3,2010,strategy,tecmo koei,0.0,0.0,0.13,0.0,0.13,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Back At The Barnyard: Slop Bucket Games,ds,2008,sports,thq,0.12,0.0,0.0,0.01,0.13,4.9,4.0,6.951433857539316,41.87511563367253,THQ,E
Medalot 7,3ds,2012,action,rocket company,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Bio FREAKS,ps,1998,action,gt interactive,0.07,0.05,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Little League World Series Baseball 2009,ds,2009,sports,activision,0.12,0.0,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Black Lantern Studios,E
Castlevania Chronicles,ps,2001,platform,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,6.9,16.0,7.0,13.0,Konami,T
Suzumiya Haruhi no Tomadoi,ps2,2008,adventure,banpresto,0.0,0.0,0.13,0.0,0.13,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,Unknown,E
International Cricket 2010,x360,2010,sports,codemasters,0.0,0.12,0.0,0.02,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
GoldenEye 007 (2010),ds,2010,action,activision,0.1,0.03,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Bratz,gba,2002,platform,ubisoft,0.1,0.04,0.0,0.0,0.13,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,DC Studios,E
Pinball Hall of Fame: The Gottlieb Collection,wii,2006,misc,system 3 arcade software,0.12,0.0,0.0,0.01,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Farsight Studios,E
King Arthur,ps2,2004,action,konami digital entertainment,0.07,0.05,0.0,0.02,0.13,5.9,22.0,8.0,10.0,Krome Studios,T
FIFA Street 2,psp,2006,sports,electronic arts,0.07,0.05,0.0,0.02,0.13,5.8,6.0,6.9,17.0,EA Canada,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,ps2,2005,misc,d3publisher,0.0,0.0,0.13,0.0,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
The Guy Game,ps2,2004,misc,gathering of developers,0.07,0.05,0.0,0.02,0.13,4.8,20.0,6.7,13.0,Top Heavy Studios,M
Rurouni Kenshin: Enjou! Kyoto Rinne,ps2,2006,action,banpresto,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Blade II,xb,2002,action,activision,0.1,0.03,0.0,0.0,0.13,5.3,20.0,4.0,4.0,Mucky Foot Productions,M
Rogue Warrior,ps3,2009,shooter,bethesda softworks,0.11,0.01,0.0,0.01,0.13,2.7,24.0,2.8,66.0,Rebellion,M
Suikoden: Tsumugareshi Hyakunen no Toki,psp,2012,role-playing,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Baseball Advance,gba,2002,sports,sega,0.1,0.04,0.0,0.0,0.13,8.0,16.0,7.8,5.0,Smilebit,E
Nicktoons: MLB,x360,2011,sports,take-two interactive,0.12,0.0,0.0,0.01,0.13,7.199313304721031,21.050643776824035,7.6,7.0,High Voltage Software,E
Shonen Jump's One Piece: Grand Battle,ps2,2005,fighting,atari,0.07,0.05,0.0,0.02,0.13,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Learn Math,ds,2009,puzzle,dreamcatcher interactive,0.12,0.0,0.0,0.01,0.13,6.723181818181819,20.454545454545453,7.1384,33.12,Dreamcatcher,E
Nitrobike,wii,2008,racing,ubisoft,0.11,0.01,0.0,0.01,0.13,4.9,22.0,7.1,7.0,Left Field Productions,E10+
Cruise Ship Vacation Games,wii,2009,puzzle,avanquest,0.12,0.0,0.0,0.01,0.13,6.723181818181819,20.454545454545453,7.1384,33.12,Activision,E
Pro Yaky? Spirits 6,ps2,2009,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Paperboy / Rampage,gba,2005,misc,zoo digital publishing,0.1,0.04,0.0,0.0,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,DSI Games,E
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,ds,2010,role-playing,spike,0.0,0.0,0.13,0.0,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Vampire Moon: The Mystery of the Hidden Sun,ds,2010,adventure,city interactive,0.12,0.01,0.0,0.01,0.13,5.0,8.0,7.139597315436241,103.95302013422818,City Interactive,E
Sentou Kokka Air Land Battle,ps,1995,strategy,sony computer entertainment,0.0,0.0,0.13,0.01,0.13,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Quick Yoga Training,ds,2008,misc,ubisoft,0.12,0.0,0.0,0.01,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,"Ubisoft, Moss",E
Attack on Titan (KOEI),psv,2016,action,tecmo koei,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
NTRA Breeders' Cup World Thoroughbred Championships,ps2,2005,simulation,bethesda softworks,0.07,0.05,0.0,0.02,0.13,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Hulk Hogan's Main Event,x360,2011,fighting,505 games,0.1,0.02,0.0,0.01,0.13,2.6,4.0,2.2,20.0,Panic Button,T
Tak 2: The Staff of Dreams,xb,2004,platform,thq,0.1,0.03,0.0,0.0,0.13,7.3,25.0,7.3058962264150935,109.6745283018868,Avalanche Software,E
Destroy All Humans! Big Willy Unleashed,wii,2008,action,thq,0.12,0.0,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Retro Atari Classics,ds,2005,misc,atari,0.12,0.0,0.0,0.01,0.13,5.1,17.0,3.7,7.0,Taniko,E
Imagine: Fashion Designer,3ds,2011,simulation,ubisoft,0.1,0.02,0.0,0.01,0.13,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Ubisoft Sofia,E
Need for Speed Underground 2,ds,2005,racing,electronic arts,0.11,0.02,0.0,0.01,0.13,6.5,13.0,7.0,25.0,EA Canada,E
My Spanish Coach,psp,2008,misc,ubisoft,0.12,0.0,0.0,0.01,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Ubisoft,E
Ys: The Ark of Napishtim,ps2,2005,role-playing,konami digital entertainment,0.07,0.05,0.0,0.02,0.13,7.2,35.0,8.8,14.0,Falcom,T
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,ps3,2016,action,square enix,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Dragon Age Origins: Awakening,pc,2010,role-playing,electronic arts,0.01,0.1,0.0,0.02,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Azure Dreams,ps,1997,role-playing,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Divinity II: The Dragon Knight Saga,x360,2010,role-playing,focus home interactive,0.11,0.02,0.0,0.01,0.13,7.2,13.0,7.8,50.0,Larian Studios,M
SingStar Latino,ps2,2007,misc,sony computer entertainment,0.07,0.05,0.0,0.02,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,SCEE London Studio,T
Kung Fu Panda 2,wii,2011,action,thq,0.07,0.05,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
NHL 2K8,x360,2007,sports,take-two interactive,0.11,0.01,0.0,0.01,0.13,7.1,43.0,7.4,16.0,Kush Games,E10+
Pro Baseball Spirits 2015,psv,2015,action,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Haunted House,wii,2010,action,atari,0.12,0.0,0.0,0.01,0.13,4.1,6.0,7.058129175946548,188.76391982182628,"Atari, Atari SA",E10+
Top Spin 3,ds,2008,action,d3publisher,0.11,0.02,0.0,0.01,0.13,6.5,12.0,7.058129175946548,188.76391982182628,"Pam Development, 2K Sports",E
Syberia,ds,2008,action,mindscape,0.1,0.02,0.0,0.01,0.13,5.2,10.0,7.058129175946548,188.76391982182628,"Microids, Dreamcatcher",T
Kurt Warner's Arena Football Unleashed,ps,2000,sports,midway games,0.07,0.05,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Puzzle Kingdoms,ds,2009,puzzle,zoo digital publishing,0.12,0.0,0.0,0.01,0.13,6.4,12.0,6.3,4.0,Infinite Interactive,E10+
Hyperdimension Neptunia,psv,2013,role-playing,compile heart,0.05,0.0,0.07,0.01,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Life is Strange,xone,2016,adventure,square enix,0.09,0.03,0.0,0.01,0.13,8.5,4.0,8.7,123.0,DONTNOD Entertainment,M
Suite PreCure: Melody Collection,ds,2011,misc,namco bandai games,0.0,0.0,0.13,0.0,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
NHL 2K9,ps2,2008,sports,take-two interactive,0.07,0.05,0.0,0.02,0.13,7.199313304721031,21.050643776824035,6.7,7.0,Visual Concepts,E10+
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,ps2,2008,role-playing,atlus,0.07,0.05,0.0,0.02,0.13,7.9,23.0,8.7,26.0,Atlus Co.,M
Rogue Ops,xb,2003,action,kemco,0.1,0.03,0.0,0.0,0.13,6.3,24.0,7.058129175946548,188.76391982182628,Bits Studios,M
NBA Hoopz,ps,2001,sports,midway games,0.07,0.05,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Eurocom Entertainment Software,E
History Civil War: Secret Missions,x360,2008,shooter,activision,0.12,0.0,0.0,0.01,0.13,7.026002166847237,35.679306608884076,7.053259668508287,378.28066298342543,Unknown,E
MLB 11: The Show,ps2,2011,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,7.199313304721031,21.050643776824035,6.2,6.0,SCEA San Diego Studios,E
Castrol Honda Superbike Racing,ps,1998,racing,thq,0.07,0.05,0.0,0.01,0.13,6.800689655172414,23.121379310344828,7.040858505564388,69.22893481717011,Unknown,E
X-Blades,ps3,2009,action,southpeak games,0.07,0.03,0.02,0.01,0.13,5.0,31.0,5.9,15.0,Gaijin Entertainment,M
Teenage Mutant Ninja Turtles: Danger of the Ooze,3ds,2014,adventure,activision,0.08,0.04,0.0,0.01,0.13,6.5268749999999995,22.246875,7.139597315436241,103.95302013422818,WayForward,E10+
Army Men: Green Rogue,ps2,2001,action,3do,0.06,0.05,0.0,0.02,0.13,3.9,13.0,3.8,4.0,3DO,T
Chessmaster,xb,2004,misc,ubisoft,0.1,0.03,0.0,0.0,0.13,7.9,12.0,9.0,6.0,Ubisoft,E
Brain Assist,ds,2007,misc,sega,0.12,0.0,0.0,0.01,0.13,5.3,17.0,6.805827505827505,30.7995337995338,Sega,E
Freddi Fish: ABC under the sea,ds,2008,misc,atari,0.12,0.0,0.0,0.01,0.13,6.664833005893909,21.68369351669941,6.805827505827505,30.7995337995338,Unknown,E
Adventures to Go!,psp,2008,role-playing,zushi games,0.11,0.0,0.01,0.02,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
Monster Rancher DS,ds,2008,role-playing,tecmo koei,0.08,0.0,0.05,0.01,0.13,5.8,4.0,7.624423337856173,321.9280868385346,Cing,E
Peter Jackson's King Kong: The Official Game of the Movie,ds,2005,action,ubisoft,0.12,0.0,0.0,0.01,0.13,2.8,5.0,3.2,32.0,Ubisoft Casablanca,T
Superman: The Man of Steel,xb,2002,action,atari,0.1,0.03,0.0,0.0,0.13,4.4,19.0,6.0,11.0,Circus Freak,T
Kororinpa: Marble Mania,wii,2006,puzzle,nintendo,0.08,0.02,0.03,0.01,0.13,6.9,39.0,8.7,21.0,Hudson,E
Ken to Mahou to Gakuen Mono. 3,psp,2010,role-playing,acquire,0.0,0.0,0.13,0.0,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
The Flintstones: Bedrock Bowling,ps,2000,sports,ubisoft,0.07,0.05,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
NHL 2003,gc,2002,sports,electronic arts,0.1,0.03,0.0,0.0,0.13,7.9,13.0,6.3,4.0,EA Sports,E
Chicken Run,ps,2000,adventure,eidos interactive,0.07,0.05,0.0,0.01,0.13,7.5,7.0,6.2,6.0,Blitz Games,E
Injustice: Gods Among Us,psv,2013,fighting,warner bros. interactive entertainment,0.09,0.0,0.0,0.03,0.13,6.915555555555555,27.960493827160494,7.295949367088608,64.59746835443038,Unknown,E
Fatal Inertia,x360,2007,racing,tecmo koei,0.12,0.0,0.0,0.01,0.13,6.1,30.0,4.2,19.0,Koei,E10+
Over the Hedge: Hammy Goes Nuts!,ds,2006,platform,activision,0.12,0.0,0.0,0.01,0.13,6.812448979591837,23.76734693877551,7.3058962264150935,109.6745283018868,Unknown,E
Phantom Brave: We Meet Again,wii,2009,role-playing,nippon ichi software,0.12,0.0,0.01,0.01,0.13,7.6,12.0,7.1,15.0,Nippon Ichi Software,T
NHL 2K9,ps3,2008,sports,take-two interactive,0.11,0.01,0.0,0.01,0.13,7.0,21.0,6.951433857539316,41.87511563367253,Visual Concepts,E10+
Shining Force III,sat,1997,strategy,sega,0.0,0.0,0.13,0.0,0.13,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,psp,2011,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Tales of the Heroes: Twin Brave,psp,2012,role-playing,namco bandai games,0.0,0.0,0.13,0.0,0.13,7.265526675786593,32.51436388508892,7.624423337856173,321.9280868385346,Unknown,E
WWE Survivor Series,gba,2004,fighting,thq,0.09,0.04,0.0,0.0,0.13,5.5,12.0,8.2,5.0,Natsume,T
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,ds,2006,action,sega,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Kung-Fu: High Impact,x360,2011,action,black bean games,0.08,0.05,0.0,0.01,0.13,5.6,18.0,7.8,20.0,Virtual Air Guitar Company,T
Euro Truck Simulator 2,pc,2012,action,scs software,0.0,0.12,0.0,0.02,0.13,7.9,17.0,8.7,992.0,SCS Software,E
Bakugan: Battle Trainer,ds,2010,action,activision,0.12,0.0,0.0,0.01,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Super Robot Wars BX,3ds,2015,action,namco bandai games,0.0,0.0,0.13,0.0,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,Unknown,E
Tomb Raider: Legend,xb,2006,action,eidos interactive,0.1,0.03,0.0,0.0,0.13,8.2,40.0,7.2,13.0,Crystal Dynamics,T
Nagano Winter Olympics '98,ps,1997,sports,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
I Spy: Universe,ds,2010,puzzle,scholastic inc.,0.12,0.0,0.0,0.01,0.13,6.723181818181819,20.454545454545453,7.1384,33.12,"Big Blue Bubble Inc., Scholastic, Inc.",E
Ninjatown,ds,2008,strategy,southpeak games,0.12,0.0,0.0,0.01,0.13,8.0,40.0,8.3,21.0,"Venan Entertainment, Cashmere Prod.",E
Warcraft III: Reign of Chaos,pc,2002,strategy,vivendi games,0.03,0.09,0.0,0.02,0.13,9.2,40.0,9.1,1023.0,Blizzard Entertainment,T
Winning Post 5,ps2,2001,sports,tecmo koei,0.0,0.0,0.13,0.0,0.13,7.199313304721031,21.050643776824035,6.951433857539316,41.87511563367253,Unknown,E
Frogger Beyond,gc,2002,platform,konami digital entertainment,0.1,0.03,0.0,0.0,0.13,6.0,6.0,7.2,5.0,Konami,E
Lord of the Rings: Tactics,psp,2005,strategy,electronic arts,0.11,0.01,0.0,0.01,0.13,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
RPG Maker II,ps2,2002,role-playing,enterbrain,0.06,0.05,0.0,0.02,0.13,6.5,9.0,8.8,77.0,Kuusou Kagaku,E
The Oregon Trail,3ds,2011,simulation,crave entertainment,0.12,0.0,0.0,0.01,0.13,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Unknown,E
Alone in the Dark: Inferno,ps3,2008,adventure,atari,0.09,0.03,0.0,0.02,0.13,6.9,25.0,5.6,50.0,Eden Studios,M
TRON: Evolution,psp,2010,action,disney interactive studios,0.1,0.02,0.0,0.02,0.13,6.667693138843868,27.891950297136685,7.058129175946548,188.76391982182628,SuperVillain Studios,E10+
Gravity Rush Remastered,ps4,2015,action,sony computer entertainment,0.02,0.05,0.04,0.01,0.13,8.0,62.0,8.2,153.0,Bluepoint Games,T
Destruction Derby Arenas,ps2,2004,racing,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,5.7,27.0,7.8,14.0,Studio 33,T
Dengeki Bunko Fighting Climax,psv,2014,fighting,sega,0.04,0.0,0.08,0.01,0.13,7.5,7.0,8.5,28.0,Sega,T
MLB Power Pros 2008,wii,2008,sports,konami digital entertainment,0.11,0.0,0.01,0.01,0.13,7.9,16.0,8.7,21.0,Konami,E
Littlest Pet Shop: Spring,ds,2009,simulation,electronic arts,0.12,0.0,0.0,0.01,0.13,6.860919540229885,21.419540229885058,7.132153392330384,83.42182890855457,Electronic Arts,E
The Unholy War,ps,1998,strategy,eidos interactive,0.07,0.05,0.0,0.01,0.13,7.215878378378379,28.33108108108108,7.294426229508197,198.41311475409836,Unknown,E
Cabela's Dangerous Hunts 2009,x360,2008,sports,activision,0.12,0.0,0.0,0.01,0.13,4.2,4.0,6.951433857539316,41.87511563367253,FUN Labs,T
Rumble Roses XX,x360,2006,fighting,konami digital entertainment,0.07,0.01,0.04,0.01,0.13,6.2,54.0,6.6,28.0,Konami,M
Total War: WARHAMMER,pc,2016,strategy,sega,0.0,0.12,0.0,0.01,0.13,8.6,77.0,7.3,556.0,Creative Assembly,T
